title,category,price,sale_price,sku,availability,options,image_urls,product_url
Max and Lily Twin Over Full Bunk Bed with Stairs,Bunk Beds,"$1,650.00","$1,170.00",,,attribute_pa_finish=Espresso/Grey/White/Clay,https://bedsmart.ca/wp-content/uploads/2022/06/max-lily-solid-wood-twin-over-full-bunk-bed-with-staircase-in-white-finish.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2751.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2752.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2753.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2754.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2755.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2756.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2757.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2758.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2759.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2760.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2761.jpg|https://bedsmart.ca/wp-content/uploads/2024/01/twin-over-full-clay1.jpg|https://bedsmart.ca/wp-content/uploads/2024/01/twin-over-full-clay2.jpg|https://bedsmart.ca/wp-content/uploads/2024/01/twin-over-full-clay-with-trundle7-1.jpg|https://bedsmart.ca/wp-content/uploads/2024/01/twin-over-full-clay-with-trundle5-1.jpg|https://bedsmart.ca/wp-content/uploads/2024/01/twin-over-full-clay-with-trundle4-1.jpg|https://bedsmart.ca/wp-content/uploads/2024/01/twin-over-full-clay-with-trundle5.jpg|https://bedsmart.ca/wp-content/uploads/2024/01/twin-over-full-clay-with-trundle2-1.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2962.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2961.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2871.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/max-lily-solid-wood-twin-over-full-bunk-bed-with-staircase-in-espresso-finish.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2872.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2856.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2859.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2873.jpg,https://bedsmart.ca/product/max-lily-twin-over-full-bunk-bed-with-stairs/
Max and Lily Twin Over Full Bunk Bed with Storage,Bunk Beds,"$1,580.00","$1,165.11",,,attribute_pa_finish=Espresso/Grey/Natural/White/Blue,https://bedsmart.ca/wp-content/uploads/2018/01/solid-wood-max-and-lily-twin-over-full-bunk-bed-with-storage-in-white.webp|https://bedsmart.ca/wp-content/uploads/2018/01/71vtc1a98zl_ac_sl1500.webp|https://bedsmart.ca/wp-content/uploads/2018/01/81qiethweal_ac_sl1500.webp|https://bedsmart.ca/wp-content/uploads/2018/01/81tmxapoxwl_ac_sl1500.webp|https://bedsmart.ca/wp-content/uploads/2018/01/71rg1cutvsl_ac_sl1500.webp|https://bedsmart.ca/wp-content/uploads/2018/01/81yhxqvva5l_ac_sl1500_-3.webp|https://bedsmart.ca/wp-content/uploads/2018/01/solid-wood-twin-over-full-bunk-bed-in-espresso-with-storage.webp|https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-solid-wood-twin-over-full-bunk-bed-with-storage-in-natural.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-twin-over-full-bunk-bed-with-storage-in-espresso.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2966.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2964.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/solid-wood-max-and-lily-twin-over-full-bunk-bed-with-storage-in-grey.jpg,https://bedsmart.ca/product/max-lily-twin-over-full-bunk-bed-with-storage/
Max and Lily Twin Over Full Bunk Bed with Trundle,Bunk Beds,"$1,450.00","$1,048.63",,,attribute_pa_finish=Espresso/Grey/Natural/White/Blue,https://bedsmart.ca/wp-content/uploads/2018/01/solid-wood-max-and-lily-twin-over-full-bunk-bed-with-trundle-in-white.webp|https://bedsmart.ca/wp-content/uploads/2022/06/2014.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2016.jpg|https://bedsmart.ca/wp-content/uploads/2018/01/solid-wood-max-and-lily-twin-over-full-bunk-bed-with-trundle-in-grey.webp|https://bedsmart.ca/wp-content/uploads/2018/01/max-and-lily-twin-over-full-bunk-bed-with-trundle-in-espresso.webp|https://bedsmart.ca/wp-content/uploads/2022/11/max-lily-solid-wood-twin-over-full-bunk-bed-in-blue-with-trundle-bed.webp|https://bedsmart.ca/wp-content/uploads/2018/01/max-and-lily-solid-wood-twin-over-full-bunk-bed-in-natural-with-trundle-bed.webp|https://bedsmart.ca/wp-content/uploads/2022/06/1254.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1250.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1244.jpg,https://bedsmart.ca/product/max-lily-twin-over-full-bunk-bed-with-trundle/
Mid-Century Modern Twin Over Full L-Shaped Bunk Bed,Bunk Beds,"$1,375.00","$1,082.55",,,,https://bedsmart.ca/wp-content/uploads/2024/01/twin-over-full-bunk-bed-1.jpg,https://bedsmart.ca/product/max-lily-twin-over-full-l-shaped-bunk-bed-mid-century-modern-bunk-solid-wood-bunk-for-kids-strong-wood-slat-support-no-box-spring-needed-white-pecan/
Max and Lily Twin Over Twin Bunk Bed With Storage,Bunk Beds,"$1,380.00","$1,060.90",,,attribute_pa_finish=Espresso/Grey/Natural/White/Blue,https://bedsmart.ca/wp-content/uploads/2021/11/max-lily-solid-wood-twin-over-twin-bunk-bed-in-white-with-storage.webp|https://bedsmart.ca/wp-content/uploads/2025/01/187201-002__1.jpg|https://bedsmart.ca/wp-content/uploads/2025/01/187201-002__2.jpg|https://bedsmart.ca/wp-content/uploads/2025/01/187201-002__4.jpg|https://bedsmart.ca/wp-content/uploads/2025/01/187201-002__5.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1969.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1306.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-twin-over-twin-bunk-bed-with-storage-in-grey.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1976.jpg|https://bedsmart.ca/wp-content/uploads/2021/11/71gx1wgggl_ac_sl1500.jpg|https://bedsmart.ca/wp-content/uploads/2021/11/81utggfy-kl_ac_sl1500.jpg,https://bedsmart.ca/product/max-lily-twin-over-twin-bunk-bed-with-storage/
Max and Lily Twin Platform Bed With Trundle,Bunk Beds,$795.00,$562.33,,,attribute_pa_finish=Espresso/Grey/Natural/White/Blue/Clay,https://bedsmart.ca/wp-content/uploads/2022/06/1822.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1341.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1823.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1824.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1825.jpg|https://bedsmart.ca/wp-content/uploads/2022/11/max-lily-solid-wood-twin-size-platform-bed-in-clay-finish-with-trundle-bed.webp|https://bedsmart.ca/wp-content/uploads/2022/06/3032.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/3029.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/3030.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1830.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1736.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/solid-wood-twin-size-platform-bed-in-blue-finish-with-trundle-bed.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1831.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1832.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1345.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-twin-platform-bed-with-trundle-in-grey.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1336.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1791.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1329.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1330.jpg,https://bedsmart.ca/product/max-lily-twin-platform-bed-with-trundle/
Maxtrix 3 Shelf Bookcase In Chestnut,Bunk Beds,,$415.00,,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/1444.jpg,https://bedsmart.ca/product/maxtrix-3-shelf-bookcase-in-chestnut/
Maxtrix 3 Shelf Bookcase In White,Bunk Beds,,$415.00,,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/1442.jpg,https://bedsmart.ca/product/maxtrix-3-shelf-bookcase-in-white/
4 Shelf Bookcase in Chestnut,Bunk Beds,,$547.00,,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/1449.jpg,https://bedsmart.ca/product/maxtrix-4-shelf-bookcase-in-chestnut/
Maxtrix 6 Drawer Dresser In Natural,Bunk Beds,,"$1,391.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/241.jpg,https://bedsmart.ca/product/maxtrix-6-drawer-dresser-in-natural-double/
Maxtrix Blue and White Top Tent Double Fabric and Frame,Bunk Beds,,$524.00,,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/333.jpg,https://bedsmart.ca/product/maxtrix-blue-and-white-top-tent-double-fabric/
Maxtrix Easy Rider XL Twin Low Loft Bed with Straight Ladder,Bunk Beds,,"$1,545.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/2066.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2067.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2070.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2071.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2072.jpg,https://bedsmart.ca/product/maxtrix-easy-rider-xl-twin-low-loft-bed/
Maxtrix Full Toddler Bed with Pink Top Tent,Bunk Beds,,"$1,855.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/188.jpg,https://bedsmart.ca/product/maxtrix-full-toddler-bed-with-pink-top-tent/
Maxtrix Full Toddler Bed with Purple Top Tent,Bunk Beds,,"$1,855.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/187.jpg,https://bedsmart.ca/product/maxtrix-full-toddler-bed-with-purple-top-tent/
Maxtrix Full Traditional Bed with Curved End and Low Footboard,Bunk Beds,,"$1,123.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/563.jpg,https://bedsmart.ca/product/maxtrix-full-traditional-bed-with-curved-end/
Maxtrix Full Traditional Bed With Panel End and Low Footboard,Bunk Beds,,"$1,123.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/560.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/561.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/562.jpg,https://bedsmart.ca/product/maxtrix-full-traditional-bed-with-panel-end/
Maxtrix Full Traditional Bed with Slatted End and Low Footboard,Bunk Beds,,"$1,123.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2016/11/560.jpg,https://bedsmart.ca/product/maxtrix-full-traditional-bed-with-slatted-end/
Modern High Twin Quad Bunk Bed With Stairs,Bunk Beds,,"$5,700.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2024/12/excellent_20mws__4.jpg|https://bedsmart.ca/wp-content/uploads/2024/12/excellent_20mws__1.jpg|https://bedsmart.ca/wp-content/uploads/2024/12/excellent_20mws__1.webp|https://bedsmart.ca/wp-content/uploads/2024/12/excellent_20mws__2.jpg|https://bedsmart.ca/wp-content/uploads/2024/12/excellent_20mws__2.webp|https://bedsmart.ca/wp-content/uploads/2024/12/excellent_20mws__3.jpg|https://bedsmart.ca/wp-content/uploads/2024/12/excellent_20mws__5.jpg,https://bedsmart.ca/product/maxtrix-high-twin-quad-bunk-bed-with-stairs/
Maxtrix Narrow 3 Shelf Bookcase In Chestnut,Bunk Beds,,$264.00,,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/1476.jpg,https://bedsmart.ca/product/maxtrix-narrow-3-shelf-bookcase-in-chestnut/
Maxtrix Nightstand With Charging Station In White,Bunk Beds,,$449.00,,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/1634.jpg,https://bedsmart.ca/product/maxtrix-nightstand-with-charging-station-in-white/
Maxtrix Nightstand With Charging Station In Natural,Bunk Beds,,$449.00,,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/1635.jpg,https://bedsmart.ca/product/maxtrix-nightstand-with-charging-station-natural/
Maxtrix – Queen Size High Loft Bed with Straight Ladder,Bunk Beds,,"$2,160.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-ns__3.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-ws-left-angle.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-cs-above.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-ns-above.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-ns-front-view-showing-ladder.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1650.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-ns-right-angle.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-ns__4.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-ns__5.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-ws-above-view-showing-ladder-rungs.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-ws-above.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-ws-centered.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1648.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-ws-front-view-showing-ladder.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-ws-left-side.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-ws-right-angle.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-cs-above-no-mattress.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-cs-front-view-showing-ladder.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-cs-left-side.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-cs-right-side.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-ns__6.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-ns__8.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/heavy-xl-ns__2.jpg,https://bedsmart.ca/product/maxtrix-queen-size-high-loft-bed-with-straight-ladder/
Trio Twin High Corner Loft Bunk with Straight and Angled Ladder,Bunk Beds,,"$3,450.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2016/11/trio_20xl_20ns__1.jpg|https://bedsmart.ca/wp-content/uploads/2016/11/trio_20xl_20cs__1.jpg|https://bedsmart.ca/wp-content/uploads/2016/11/trio_20xl_20cs__3.jpg|https://bedsmart.ca/wp-content/uploads/2016/11/trio_20xl_20cs__2.jpg|https://bedsmart.ca/wp-content/uploads/2016/11/trio_20xl_20ns__3.jpg|https://bedsmart.ca/wp-content/uploads/2016/11/trio_20xl_20ns__2.jpg|https://bedsmart.ca/wp-content/uploads/2016/11/trio_20xl_20ws__1.jpeg,https://bedsmart.ca/product/maxtrix-trio-twin-high-corner-loft-bunk/
Summit Maxtrix Twin and Full High Corner Loft Bed,Bunk Beds,,"$3,216.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/63.jpg,https://bedsmart.ca/product/maxtrix-twin-and-full-high-corner-loft-bed/
Twin Low Loft Bed with Angled Ladder,Bunk Beds,,"$1,489.00",,,,https://bedsmart.ca/wp-content/uploads/2021/02/easy_20rider_20cs__1_540x.webp|https://bedsmart.ca/wp-content/uploads/2021/02/chustnut-2.webp|https://bedsmart.ca/wp-content/uploads/2021/02/easy_20rider_20cp__1_540x.webp|https://bedsmart.ca/wp-content/uploads/2021/02/easy_20rider_20cp__2_540x.webp|https://bedsmart.ca/wp-content/uploads/2021/02/easy_20rider_20cs__3_540x.webp|https://bedsmart.ca/wp-content/uploads/2021/02/easy_20rider_20cs__5_540x.webp|https://bedsmart.ca/wp-content/uploads/2021/02/easy-rider-ws-center.png,https://bedsmart.ca/product/maxtrix-twin-low-loft-bed-with-angled-ladder/
Modern Twin High Bunk Bed with Ladder,Bunk Beds,,"$2,205.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2024/12/tall_20mws__1_540x.jpg|https://bedsmart.ca/wp-content/uploads/2024/12/tall-mws1.jpg|https://bedsmart.ca/wp-content/uploads/2024/12/tall-mws3.webp|https://bedsmart.ca/wp-content/uploads/2024/12/tall-mws5.jpg|https://bedsmart.ca/wp-content/uploads/2024/12/tall_20mws__4_540x.jpg|https://bedsmart.ca/wp-content/uploads/2024/12/tall-mws3.jpg|https://bedsmart.ca/wp-content/uploads/2024/12/hot-shot5.webp,https://bedsmart.ca/product/maxtrix-twin-over-twin-high-bunk-bed-with-ladder/
Maxtrix Twin Quad Bunk Bed With Stairs,Bunk Beds,,"$5,566.00",,,attribute_pa_bed-end-style=Panel/Slat | attribute_pa_finish=Espresso/Natural/White,https://bedsmart.ca/wp-content/uploads/2024/09/cool_20ws__4.jpg|https://bedsmart.ca/wp-content/uploads/2024/09/cool_20ws__7.jpg|https://bedsmart.ca/wp-content/uploads/2024/09/cool_20ws__5.jpg|https://bedsmart.ca/wp-content/uploads/2024/09/cool_20ws__6.jpg|https://bedsmart.ca/wp-content/uploads/2024/09/cool_20wp__1.jpg|https://bedsmart.ca/wp-content/uploads/2024/09/cool_20ns__3.jpg|https://bedsmart.ca/wp-content/uploads/2024/09/cool_20ns__1.jpg|https://bedsmart.ca/wp-content/uploads/2024/09/cool_20ns__6.jpg|https://bedsmart.ca/wp-content/uploads/2024/09/cool_20ns__7.jpg|https://bedsmart.ca/wp-content/uploads/2024/09/cool_20np__1.jpg|https://bedsmart.ca/wp-content/uploads/2024/09/cool_20cs__4.jpg|https://bedsmart.ca/wp-content/uploads/2024/09/cool_20cs__7.jpg|https://bedsmart.ca/wp-content/uploads/2024/09/cool_20cs__5.jpg|https://bedsmart.ca/wp-content/uploads/2024/09/cool_20cs__6.jpg|https://bedsmart.ca/wp-content/uploads/2024/09/cool_20cp__7.jpg,https://bedsmart.ca/product/maxtrix-twin-quad-bunk-bed-with-stairs/
Maxtrix Twin Toddler Bed with Underbed Dresser,Bunk Beds,,$930.00,,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/731.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/167.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/168.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/169.jpg,https://bedsmart.ca/product/maxtrix-twin-toddler-bed-with-underbed-dresser/
Maxtrix Twin Traditional Bed with Curved End (High/Low),Bunk Beds,,$856.00,,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/541.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/542.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/543.jpg,https://bedsmart.ca/product/maxtrix-twin-traditional-bed-with-curved-end/
Maxtrix Twin Traditional Bed with Panel End (High/Low),Bunk Beds,,$856.00,,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/540.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/538.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/539.jpg,https://bedsmart.ca/product/maxtrix-twin-traditional-bed-with-panel-end/
Maxtrix Twin Traditional Bed with Slat End (High/Low),Bunk Beds,,$856.00,,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/534.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/535.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/537.jpg,https://bedsmart.ca/product/maxtrix-twin-traditional-bed-with-slat-end/
Twin XL over Queen High Bunk Bed In White with Straight Ladder on End,Bunk Beds,,"$3,165.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2018/06/plush-xl-1-ws__front.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/plush-xl-1-cs__5.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/plush-xl-1-ns.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/plush-xl-1-ws__above.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/plush-xl-1-cs__above.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/plush-xl-1-ns__above.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/plush-xl-1-ws.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1641.jpg|https://bedsmart.ca/wp-content/uploads/2018/06/plush-xl-1-cs.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1640.jpg,https://bedsmart.ca/product/maxtrix-twin-xl-over-queen-high-bunk-bed-in-white/
Maxtrix White Magazine Rack,Bunk Beds,,$106.00,,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/533.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/532.jpg,https://bedsmart.ca/product/maxtrix-white-magazine-rack-2130/
Maxtrix Wow NS Twin Low Loft Bed With Slide In Natural,Bunk Beds,,"$1,847.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2018/01/solid-wood-maxtrix-wow-ns-twin-low-loft-bed-with-slide-in-natural.jpg|https://bedsmart.ca/wp-content/uploads/2018/01/wow-ns__3.jpg|https://bedsmart.ca/wp-content/uploads/2018/01/wow-ns__7.jpg|https://bedsmart.ca/wp-content/uploads/2018/01/wow-ns__6.jpg|https://bedsmart.ca/wp-content/uploads/2018/01/wow-ns__4.jpg|https://bedsmart.ca/wp-content/uploads/2018/01/wow-ns__5.jpg,https://bedsmart.ca/product/maxtrix-wow-ns-twin-low-loft-bed-with-slide-in-natural/
Maxtrix Wow WS Twin Low Loft Bed With Slide In White,Bunk Beds,,"$1,847.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2018/01/solid-wood-maxtrix-wow-ws-twin-low-loft-bed-with-slide-in-white.jpg|https://bedsmart.ca/wp-content/uploads/2018/01/wow-ws__6.jpg|https://bedsmart.ca/wp-content/uploads/2018/01/wow-ws__3.jpg|https://bedsmart.ca/wp-content/uploads/2018/01/wow-ws__4.jpg|https://bedsmart.ca/wp-content/uploads/2018/01/wow-ws__5.jpg|https://bedsmart.ca/wp-content/uploads/2018/01/wow-ws__7.jpg,https://bedsmart.ca/product/maxtrix-wow-ws-twin-low-loft-bed-with-slide-in-white/
Maxtrix Wow44 Twin Size Castle Bed,Bunk Beds,,"$2,714.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/solid-wood-maxtrix-wow44-twin-size-castle-bed.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/963.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/964.jpg,https://bedsmart.ca/product/maxtrix-wow44-twin-size-castle-bed/
Maxtrix Wow64 Twin Size Castle Bed,Bunk Beds,,"$2,714.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/solid-wood-maxtrix-wow64-twin-size-castle-bed.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/960.jpg,https://bedsmart.ca/product/maxtrix-wow64-twin-size-castle-bed/
Max and Lily Mid-Century Modern Full Bed,Bunk Beds,$558.98,$398.18,,,,https://bedsmart.ca/wp-content/uploads/2024/01/full-bed-1.jpg|https://bedsmart.ca/wp-content/uploads/2024/01/full-bed-6.jpg|https://bedsmart.ca/wp-content/uploads/2024/01/full-bed-2.jpg|https://bedsmart.ca/wp-content/uploads/2024/01/full-bed-5.jpg|https://bedsmart.ca/wp-content/uploads/2024/01/twin-bed-7.jpg|https://bedsmart.ca/wp-content/uploads/2024/01/full-bed-4.jpg,https://bedsmart.ca/product/mid-century-modern-full-bed-solid-wood/
